,headline,Date Published,keywords,Covid 1st keyword,Contains covid keyword
3247,Now Arriving at La Guardia Airport: One Passenger,2020-04-15T16:43:28+0000,"AIRPORTS;AIRLINES AND AIRPLANES;Coronavirus (2019-nCoV);Travel and Vacations;Layoffs and Job Reductions;Shopping and Retail;Business Travel;Stations and Terminals (Passenger);Delta Air Lines Inc;Kennedy International Airport (Queens, NY);LaGuardia Airport (Queens, NY);Port Authority of New York and New Jersey;Newark Liberty International Airport (NJ);United Airlines;Transportation Security Administration;New York Metropolitan Area;Cotton, Rick",True,True
3248,The Key to Better Sleep When You Have a New Baby,2020-04-15T20:32:35+0000,Sleep;Mental Health and Disorders;Parenting;Babies and Infants;Children and Childhood;Fatigue;Women and Girls;Depression (Mental);Insomnia,False,False
3249,How Native Americans Are Fighting a Food Crisis,2020-04-13T19:36:17+0000,Native Americans;Food;Shortages;Canning and Preserving;Navajo Indians;Oneida Indians;Agriculture and Farming;Alaska Natives;Oglala Sioux Indians;Diet and Nutrition;United States;Coronavirus (2019-nCoV);Quarantines,False,False
3250,Why Are Kids So Obsessed With Poop Jokes?,2020-04-15T20:37:56+0000,TOILET TRAINING;Children and Childhood;Bathrooms and Toilets;Parenting,False,False
3251,Why Apple’s New Phone Doesn’t Matter,2020-04-15T16:46:37+0000,Apple Inc;Coronavirus (2019-nCoV);Smartphones;Small Business Administration;Computers and the Internet;Consumer Behavior;Handheld Computers;Rural Areas,False,True
3252,It’s Obvious Whom Joe Biden Should Pick as Vice President,2020-04-14T09:00:27+0000,"Biden, Joseph R Jr;Abrams, Stacey Y;Democratic Party;Presidential Election of 2020;Vice Presidents and Vice Presidency (US);United States Politics and Government;Black People;Women and Girls;Voting and Voters;Polls and Public Opinion",False,True
3253,Why Do Kids Love Terrible Music?,2020-04-15T20:41:57+0000,Music;Children and Childhood;Parenting;Families and Family Life;Millennial Generation,False,False
3254,"I’ll Never Be a ‘Type A’ Mom, and That’s O.K.",2020-04-15T20:39:51+0000,Parenting;Children and Childhood;Families and Family Life;Orderliness and Clutter;Social Media,False,True
3255,What Is the Sound of a Theater Season Interrupted?,2020-04-15T14:15:09+0000,"Music;Theater;Byrne, David;Elliott, Marianne;Jackson, Michael R;Tesori, Jeanine;McPherson, Conor",False,False
3256,Washington: Where Everyone Votes by Mail,2020-04-15T23:06:05+0000,ABSENTEE VOTING;Elections;Postal Service and Post Offices;Presidential Election of 2020;Democratic Party;Republican Party;Washington (State),False,False
3257,Bleak Data Shows Extent of Economic Damage,2020-04-15T04:09:00+0000,Coronavirus (2019-nCoV);United States Economy;Stocks and Bonds;Standard & Poor's 500-Stock Index,True,True
3258,The Foreign Correspondents Explaining America to the World,2020-04-13T04:41:38+0000,"Foreign Workers;International Relations;Politics and Government;United States Politics and Government;Trump, Donald J;News and News Media;United States International Relations",False,True
3259,Fiona Apple’s Essential Songs,2020-04-15T16:30:07+0000,"Pop and Rock Music;APPLE, FIONA",False,True
3260,"Conferences Petition N.C.A.A., Seeking to Cut Sports",2020-04-15T21:25:56+0000,NCAA Basketball Championships (Men);National Collegiate Athletic Assn;American Athletic Conference;Conference USA;Sun Belt Conference,False,True
3261,"Trump Wanted a Radio Show, but He Didn’t Want to Compete With Limbaugh",2020-04-15T09:00:24+0000,"Trump, Donald J;Limbaugh, Rush;Radio;United States Politics and Government;Presidential Election of 2020;Shutdowns (Institutional)",False,False
3262,Fed Faces Calls for Bailout Transparency from New Oversight Commission,2020-04-15T22:32:46+0000,"United States Economy;United States Politics and Government;Coronavirus Aid, Relief, and Economic Security Act (2020);Inspectors General;Coronavirus (2019-nCoV)",False,True
3263,Wildlife Collapse From Climate Change Is Predicted to Hit Suddenly and Sooner,2020-04-15T14:48:31+0000,ANIMALS;Global Warming;Environment;Endangered and Extinct Species;Forests and Forestry;Oceans and Seas,False,True
3264,Stop Dawdling. People Need Money.,2020-04-15T23:16:11+0000,"Banking and Financial Institutions;Coronavirus Aid, Relief, and Economic Security Act (2020);United States Economy;Federal Reserve System;Treasury Department;Trump, Donald J",False,False
3265,I Took the Antibody Test. And Yet.,2020-04-15T21:37:13+0000,Tests (Medical);Data-Mining and Database Marketing;Coronavirus (2019-nCoV);Quarantines;ANTIBODIES,False,False
3266,I Helped New York Rebound From 9/11. Here’s How to Recover After the Pandemic.,2020-04-15T09:00:22+0000,"Economic Conditions and Trends;September 11 (2001);Coronavirus (2019-nCoV);City Council (NYC);Bloomberg, Michael R;Giuliani, Rudolph W;New York City",False,False
3267,Trump’s Deadly Search for a Scapegoat,2020-04-15T15:17:42+0000,"Coronavirus (2019-nCoV);United States Politics and Government;Epidemics;World Health Organization;Tedros Adhanom Ghebreyesus;Trump, Donald J;United States",True,True
3268,How the Government Pulls Coronavirus Relief Money Out of Thin Air,2020-04-15T09:00:25+0000,"United States Economy;Federal Budget (US);Government Bonds;Economic Conditions and Trends;Coronavirus Aid, Relief, and Economic Security Act (2020);Federal Reserve System;Treasury Department;Kelton, Stephanie;McCulley, Paul A",False,True
3269,"Shoulder-to-Shoulder, These Detroit Workers Have No Choice but to Ride the Bus",2020-04-15T09:00:33+0000,Buses;Coronavirus (2019-nCoV);Masks;Labor and Jobs;Detroit (Mich);Workplace Hazards and Violations,True,True
3270,‘This Is Going to Kill Small-Town America’,2020-04-14T09:00:42+0000,Layoffs and Job Reductions;Coronavirus (2019-nCoV);Restaurants;Rural Areas;Labor and Jobs,True,True
3271,Even Google and Facebook May Face an Ad Slump,2020-04-14T17:02:53+0000,Coronavirus (2019-nCoV);Online Advertising;Social Media;Company Reports;Alphabet Inc;Facebook Inc;Google Inc,False,False
3272,Stop Dawdling. People Need Money.,2020-04-15T23:16:11+0000,"Banking and Financial Institutions;Coronavirus Aid, Relief, and Economic Security Act (2020);United States Economy;Federal Reserve System;Treasury Department;Trump, Donald J",False,True
3273,I Took the Antibody Test. And Yet.,2020-04-15T21:37:13+0000,Tests (Medical);Data-Mining and Database Marketing;Coronavirus (2019-nCoV);Quarantines;ANTIBODIES,False,True
3274,I Helped New York Rebound From 9/11. Here’s How to Recover After the Pandemic.,2020-04-15T09:00:22+0000,"Economic Conditions and Trends;September 11 (2001);Coronavirus (2019-nCoV);City Council (NYC);Bloomberg, Michael R;Giuliani, Rudolph W;New York City",False,True
3275,Trump’s Deadly Search for a Scapegoat,2020-04-15T15:17:42+0000,"Coronavirus (2019-nCoV);United States Politics and Government;Epidemics;World Health Organization;Tedros Adhanom Ghebreyesus;Trump, Donald J;United States",False,True
3276,Fiona Apple’s Essential Songs,2020-04-15T16:30:07+0000,"Pop and Rock Music;APPLE, FIONA",True,True
3277,Foreign Doctors Could Help Fight Coronavirus. But U.S. Blocks Many.,2020-04-13T09:00:22+0000,"Foreign Workers;Coronavirus (2019-nCoV);Immigration and Emigration;Visas;Labor and Jobs;Nursing and Nurses;Diplomatic Service, Embassies and Consulates;Hospitals;Epidemics;Migration Policy Institute;Citizenship and Immigration Services (US)",False,False
3278,"Shoulder-to-Shoulder, These Detroit Workers Have No Choice but to Ride the Bus",2020-04-15T09:00:33+0000,Buses;Coronavirus (2019-nCoV);Masks;Labor and Jobs;Detroit (Mich);Workplace Hazards and Violations,False,False
3279,"Conferences Petition N.C.A.A., Seeking to Cut Sports",2020-04-15T21:25:56+0000,NCAA Basketball Championships (Men);National Collegiate Athletic Assn;American Athletic Conference;Conference USA;Sun Belt Conference,False,False
3280,Wildlife Collapse From Climate Change Is Predicted to Hit Suddenly and Sooner,2020-04-15T14:48:31+0000,ANIMALS;Global Warming;Environment;Endangered and Extinct Species;Forests and Forestry;Oceans and Seas,False,True
3281,"Apple, in a Virtual Unveiling, Introduces a $399 iPhone",2020-04-15T15:00:08+0000,Smartphones;iPhone;Computers and the Internet;Apple Inc,False,True
3282,"Trump Wanted a Radio Show, but He Didn’t Want to Compete With Limbaugh",2020-04-15T09:00:24+0000,"Trump, Donald J;Limbaugh, Rush;Radio;United States Politics and Government;Presidential Election of 2020;Shutdowns (Institutional)",True,True
3283,Fed Faces Calls for Bailout Transparency from New Oversight Commission,2020-04-15T22:32:46+0000,"United States Economy;United States Politics and Government;Coronavirus Aid, Relief, and Economic Security Act (2020);Inspectors General;Coronavirus (2019-nCoV)",True,True
3284,I Helped New York Rebound From 9/11. Here’s How to Recover After the Pandemic.,2020-04-15T09:00:22+0000,"Economic Conditions and Trends;September 11 (2001);Coronavirus (2019-nCoV);City Council (NYC);Bloomberg, Michael R;Giuliani, Rudolph W;New York City",True,True
3285,Trump’s Deadly Search for a Scapegoat,2020-04-15T15:17:42+0000,"Coronavirus (2019-nCoV);United States Politics and Government;Epidemics;World Health Organization;Tedros Adhanom Ghebreyesus;Trump, Donald J;United States",True,True
3286,To My Husband in Quarantine on Day 18,2020-04-13T09:00:08+0000,Coronavirus (2019-nCoV);Quarantines;Marriages;Fever;Waldenstrom's Macroglobulinemia;Loneliness;LYMPHOMA,False,False
3287,Live: Wisconsin Supreme Court and Statewide Election Results,2020-04-13T23:44:38+0000,Elections;Presidential Election of 2020;Primaries and Caucuses;Wisconsin,False,True
3288,Did I Have the Coronavirus?,2020-04-13T19:00:09+0000,Tests (Medical);Coronavirus (2019-nCoV);ANTIBODIES;Epidemics,False,True
3289,To My Husband in Quarantine on Day 18,2020-04-13T09:00:08+0000,Coronavirus (2019-nCoV);Quarantines;Marriages;Fever;Waldenstrom's Macroglobulinemia;Loneliness;LYMPHOMA,False,True
3290,"No Corrections: April 13, 2020",2020-04-13T03:07:14+0000,,False,True
3291,"Coronavirus, Boris Johnson, Easter Sunday: Your Monday Briefing",2020-04-13T04:12:26+0000,,True,True
3292,"Lifting Lockdowns, #MeToo in China, Softbank: Your Tuesday Briefing",2020-04-13T19:37:58+0000,,True,True
3293,"Fauci Defends Trump, Who Says He Has No Plans to Dismiss Him",2020-04-13T23:03:29+0000,"Coronavirus (2019-nCoV);United States Politics and Government;Epidemics;Birx, Deborah L;Fauci, Anthony S;Trump, Donald J",False,False
3294,Live: Wisconsin Supreme Court and Statewide Election Results,2020-04-13T23:44:38+0000,Elections;Presidential Election of 2020;Primaries and Caucuses;Wisconsin,False,False
3295,The XFL Files for Bankruptcy After Canceling Season,2020-04-13T21:16:04+0000,"Football;Layoffs and Job Reductions;Bankruptcies;XFL Football;World Wrestling Entertainment Inc;McMahon, Vince",False,False
3296,Word + Quiz: filigree,2020-04-14T06:00:01+0000,,False,False
3297,The Supply Chain for Food Is Stressed,2020-04-13T04:47:06+0000,Coronavirus (2019-nCoV);United States Economy;Stocks and Bonds;Standard & Poor's 500-Stock Index;Economic Conditions and Trends;International Trade and World Market,False,False
3298,He Was a Doctor Who Never Got Sick. Then the Coronavirus Nearly Killed Him.,2020-04-13T21:43:28+0000,"Coronavirus (2019-nCoV);Coma;Doctors;EvergreenHealth Medical Center (Kirkland, Wash);KIRKLAND (WASH);Seattle (Wash);Padgett, Ryan (1975- )",False,False
3299,Why Coronavirus Is Killing African-Americans More Than Others,2020-04-14T09:00:41+0000,"Race and Ethnicity;Black People;Discrimination;United States Economy;Labor and Jobs;Whites;Income Inequality;Coronavirus (2019-nCoV);Minorities;Katznelson, Ira;Deaths (Fatalities)",True,True
3300,One Bright Thing,2020-04-14T19:52:46+0000,"Coronavirus (2019-nCoV);Writing and Writers;Text Messaging;News and News Media;Senses and Sensation;Music;Epidemics;Sleep;Poetry and Poets;Postal Service and Post Offices;Videophones and Videoconferencing;Classical Music;Basketball (College);Supermarkets and Grocery Stores;Quarantines;Journey (Music Group);National Basketball Assn;Postal Service (US);YouTube.com;Zoom Video Communications;Barron, James;Barry, Dan;Barry, Ellen;Branch, John;Brodesser-Akner, Taffy;Fernandez, Manny;Lyall, Sarah;McNeil, Donald G Jr;Prine, John;Ravel, Maurice Joseph;Rich, Motoko;Schwartz, John;Searcey, Dionne;Stein, Marc (Journalist);Toscanini, Arturo;Brooklyn (Iowa);Houston (Tex);Japan;New Jersey;New York City;Prospect Park (Brooklyn, NY);Tokyo (Japan)",True,True
3301,Mythical Beast,2020-04-15T02:00:03+0000,Crossword Puzzles,False,False
3302,Trump Lashes Out at Fauci Amid Criticism of Slow Virus Response,2020-04-13T01:50:44+0000,"Trump, Donald J;Fauci, Anthony S;Coronavirus (2019-nCoV);United States Politics and Government;Epidemics;National Institute of Allergy and Infectious Diseases",False,False
3303,"How to Get to ‘Sesame Street’? These Days, It’s by Video Conference",2020-04-13T18:34:05+0000,Television;Elmo (Fictional Character);Children and Childhood;PBS Kids;Nickelodeon;Sesame Workshop;Sesame Street (TV Program);Daniel Tiger's Neighborhood (TV Program);Wiggles (Music Group);Coronavirus (2019-nCoV),False,False
3304,Things Keep Getting Scarier. He Can Help You Cope.,2020-04-13T09:00:01+0000,Meditation;Coronavirus (2019-nCoV);Anxiety and Stress;Monasteries and Monks,True,True
3305,The Times Took 19 Days to Report an Accusation Against Biden. Here’s Why.,2020-04-13T22:02:36+0000,"Baquet, Dean;Reade, Tara;Biden, Joseph R Jr;Presidential Election of 2020;#MeToo Movement;Sexual Harassment;News and News Media;New York Times",True,True
3306,Coronavirus Fears Terrify and Impoverish Migrants in the Persian Gulf,2020-04-13T14:02:42+0000,Foreign Workers;Labor and Jobs;Coronavirus (2019-nCoV);Remittances;Kuwait;Saudi Arabia;United Arab Emirates;Qatar;Persian Gulf;Migrant Labor (Non-Agriculture),False,True
3307,What to Do With Tara Reade’s Allegation Against Joe Biden?,2020-04-14T00:06:58+0000,"United States Politics and Government;Sexual Harassment;#MeToo Movement;Sex Crimes;Women and Girls;Democratic Party;News and News Media;Senate;Biden, Joseph R Jr;Reade, Tara;Presidential Election of 2020",False,False
3308,How Bad Will the Economy Get? Companies Will Provide Clues,2020-04-14T07:00:12+0000,"Coronavirus (2019-nCoV);Coronavirus Aid, Relief, and Economic Security Act (2020);United States Economy;Company Reports;Shutdowns (Institutional);Banking and Financial Institutions;Recession and Depression;Consumer Behavior;Layoffs and Job Reductions;Corporations;Standard & Poor's 500-Stock Index;Credit and Debt",False,True
3309,Coronavirus Fears Terrify and Impoverish Migrants in the Persian Gulf,2020-04-13T14:02:42+0000,Foreign Workers;Labor and Jobs;Coronavirus (2019-nCoV);Remittances;Kuwait;Saudi Arabia;United Arab Emirates;Qatar;Persian Gulf;Migrant Labor (Non-Agriculture),False,True
3310,Anger Erupts in China After Teen Says Guardian Repeatedly Raped Her,2020-04-13T16:58:59+0000,China;#MeToo Movement;Child Abuse and Neglect;Human Trafficking;Sex Crimes;ADOPTIONS;ZTE Corp;University of Bridgeport,False,True
3311,Lesson of the Day: ‘Five Takeaways on What Trump Knew as the Virus Spread’,2020-04-14T08:00:05+0000,,False,True
3312,Trump Lashes Out at Fauci Amid Criticism of Slow Virus Response,2020-04-13T01:50:44+0000,"Trump, Donald J;Fauci, Anthony S;Coronavirus (2019-nCoV);United States Politics and Government;Epidemics;National Institute of Allergy and Infectious Diseases",False,True
3313,The Times Took 19 Days to Report an Accusation Against Biden. Here’s Why.,2020-04-13T22:02:36+0000,"Baquet, Dean;Reade, Tara;Biden, Joseph R Jr;Presidential Election of 2020;#MeToo Movement;Sexual Harassment;News and News Media;New York Times",True,True
3314,What to Do With Tara Reade’s Allegation Against Joe Biden?,2020-04-14T00:06:58+0000,"United States Politics and Government;Sexual Harassment;#MeToo Movement;Sex Crimes;Women and Girls;Democratic Party;News and News Media;Senate;Biden, Joseph R Jr;Reade, Tara;Presidential Election of 2020",False,True
3315,Things Keep Getting Scarier. He Can Help You Cope.,2020-04-13T09:00:01+0000,Meditation;Coronavirus (2019-nCoV);Anxiety and Stress;Monasteries and Monks,True,True
3316,"Trump Leaps to Call Shots on Reopening Nation, Setting Up Standoff With Governors",2020-04-14T00:29:15+0000,"Trump, Donald J;Coronavirus (2019-nCoV);United States Politics and Government;States (US);Governors (US);United States Economy;Constitution (US);Federal-State Relations (US);Presidents and Presidency (US)",False,False
3317,What Was Life Like for Sailors During the Battle of the Atlantic?,2020-04-14T09:00:40+0000,World War II (1939-45);United States Defense and Military Forces;Ships and Shipping;Boats and Boating,False,False
3318,12 People on Joining ACT UP: ‘I Went to That First Meeting and Never Left’,2020-04-13T04:01:12+0000,"ACQUIRED IMMUNE DEFICIENCY SYNDROME;Homosexuality and Bisexuality;Demonstrations, Protests and Riots;Medicine and Health;Politics and Government;Men and Boys;Finkelstein, Avram;Kramer, Larry (1935- );ACT UP;New York City",False,False
3319,One Bright Thing,2020-04-14T19:52:46+0000,"Coronavirus (2019-nCoV);Writing and Writers;Text Messaging;News and News Media;Senses and Sensation;Music;Epidemics;Sleep;Poetry and Poets;Postal Service and Post Offices;Videophones and Videoconferencing;Classical Music;Basketball (College);Supermarkets and Grocery Stores;Quarantines;Journey (Music Group);National Basketball Assn;Postal Service (US);YouTube.com;Zoom Video Communications;Barron, James;Barry, Dan;Barry, Ellen;Branch, John;Brodesser-Akner, Taffy;Fernandez, Manny;Lyall, Sarah;McNeil, Donald G Jr;Prine, John;Ravel, Maurice Joseph;Rich, Motoko;Schwartz, John;Searcey, Dionne;Stein, Marc (Journalist);Toscanini, Arturo;Brooklyn (Iowa);Houston (Tex);Japan;New Jersey;New York City;Prospect Park (Brooklyn, NY);Tokyo (Japan)",False,False
3320,Mythical Beast,2020-04-15T02:00:03+0000,Crossword Puzzles,True,True
3321,Spain’s Lethal Secret: We Didn’t Have ‘the Best Health Care in the World’,2020-04-13T19:00:08+0000,"Coronavirus (2019-nCoV);Health Insurance and Managed Care;European Commission;Sanchez Perez-Castejon, Pedro (1972- )",False,True
3322,"Coronavirus, World Health Organization, Retail Sales: Your Wednesday Briefing",2020-04-15T09:12:31+0000,,False,True
3323,The Fashion Crews Reinventing the Way We Dress,2020-04-13T04:40:50+0000,"Fashion and Apparel;Cornejo, Maria;Zero + Maria Cornejo (Fashion Label);Turlington, Christy;Fernandez, Teresita;New York City",False,True
3324,"N.Y. Got $12,000 Per Virus Case, by One Count. Nebraska Got $379,000.",2020-04-14T19:17:14+0000,"Coronavirus (2019-nCoV);Coronavirus Aid, Relief, and Economic Security Act (2020);Cuomo, Andrew M;New York State;New Jersey;United States Politics and Government;Federal-State Relations (US)",False,True
3325,"For the Foreseeable Future, U.K. Parliament May Meet in Cyberspace",2020-04-15T16:52:21+0000,"Legislatures and Parliaments;Coronavirus (2019-nCoV);House of Commons (Great Britain);House of Lords (Great Britain);Johnson, Boris;London (England)",False,True
3326,Soccer’s Business Hasn’t Stopped. It’s Just Waiting for the New Prices.,2020-04-15T21:41:06+0000,"Soccer;Burnley (Soccer Team);English Premier League;Bournemouth (Soccer Team);Dyche, Sean (1971- );Rodriguez Verdejo, Ramon (Monchi)",False,False
3327,2 Art Gallery Shows to Explore From Home,2020-04-15T15:11:46+0000,"Art;Bolande, Jennifer;Centurion, Feliciano;Coronavirus (2019-nCoV)",False,False
3328,Most Libraries Are Closed. Some Librarians Still Have to Go In.,2020-04-14T19:13:55+0000,Libraries and Librarians;Paid Time Off;Telecommuting;United States;Coronavirus (2019-nCoV);Shutdowns (Institutional);Quarantines,True,True
3329,Sales of This Apron Help Restaurant Workers,2020-04-13T23:55:01+0000,Protective Clothing and Gear;National Restaurant Assn;Bragard USA;Polonsky and Friends;Restaurants;Chefs,True,True
3330,"Trump Leaps to Call Shots on Reopening Nation, Setting Up Standoff With Governors",2020-04-14T00:29:15+0000,"Trump, Donald J;Coronavirus (2019-nCoV);United States Politics and Government;States (US);Governors (US);United States Economy;Constitution (US);Federal-State Relations (US);Presidents and Presidency (US)",True,True
3331,Classic Board Games With a Touch of Tech,2020-04-14T19:56:56+0000,Games;Videophones and Videoconferencing;Chess;Smartphones;Families and Family Life,False,True
3332,Economists Aren’t the Ones Pushing to Reopen the Economy,2020-04-14T17:59:22+0000,"Coronavirus (2019-nCoV);United States Economy;Trump, Donald J",False,True
3333,Who Gets a Ventilator?,2020-04-14T19:00:04+0000,Coronavirus (2019-nCoV);Ventilators (Medical);Rationing and Allocation of Resources;your-feed-opinionvideo,False,True
3334,Why Coronavirus Is Killing African-Americans More Than Others,2020-04-14T09:00:41+0000,"Race and Ethnicity;Black People;Discrimination;United States Economy;Labor and Jobs;Whites;Income Inequality;Coronavirus (2019-nCoV);Minorities;Katznelson, Ira;Deaths (Fatalities)",False,True
3335,Where to Order Fried Chicken for Takeout and Delivery,2020-04-14T15:16:21+0000,"Restaurants;Adda Indian Canteen (Queens, NY, Restaurant);Amy Ruth's;Beatrice Inn (Manhattan, NY, Restaurant);Freakin Rican (Queens, NY, Restaurant);Peaches HotHouse (Brooklyn, NY, Restaurant)",False,True
3336,"Some European Nations Ease Pandemic Rules, but Move Warily",2020-04-14T22:15:44+0000,Coronavirus (2019-nCoV);Quarantines;Shutdowns (Institutional);Europe;Czech Republic;Denmark;Italy;Politics and Government;Economic Conditions and Trends,False,True
3337,12 Ideas for Writing Through the Pandemic With The New York Times,2020-04-15T17:39:59+0000,,False,True
3338,"During a Weekend in the Country, Secrets Simmer Between Old Friends",2020-04-14T09:00:06+0000,"Books and Literature;St Ivo: A Novel (Book);Hershon, Joanna",False,False
3339,"Coronavirus, World Health Organization, Retail Sales: Your Wednesday Briefing",2020-04-15T09:12:31+0000,,True,True
3340,"Craig Gilbert, 94, Dies; Created Groundbreaking ‘American Family’",2020-04-13T20:36:51+0000,"Deaths (Obituaries);Families and Family Life;Reality Television;California;An American Family (TV Program);Cinema Verite (TV Program);Gilbert, Craig (1925-2020);Loud, Pat;Loud, William C (1921-1028)",True,True
3341,"Albert K. Webster, Who Built Up the New York Philharmonic, Dies at 82",2020-04-14T20:24:42+0000,"Webster, Albert K;Deaths (Obituaries);New York Philharmonic;Coronavirus (2019-nCoV)",False,True
3342,"Some European Nations Ease Pandemic Rules, but Move Warily",2020-04-14T22:15:44+0000,Coronavirus (2019-nCoV);Quarantines;Shutdowns (Institutional);Europe;Czech Republic;Denmark;Italy;Politics and Government;Economic Conditions and Trends,False,False
3343,How to Make the Most of Those Cans of Sardines,2020-04-14T15:33:38+0000,Cooking and Cookbooks;Coronavirus (2019-nCoV);Quarantines,False,False
3344,Will ‘Big Data’ Restore Active Managers’ Mojo?,2020-04-15T18:17:24+0000,ARTIFICIAL INTELLIGENCE;Data-Mining and Database Marketing;Computers and the Internet;Mobile Applications;Social Media;Stocks and Bonds;Standard & Poor's 500-Stock Index,True,True
3345,‘Overwhelmed and Frustrated’: What It’s Like Trying to Get an Abortion in Texas,2020-04-14T09:00:29+0000,Texas;ABORTION;Suits and Litigation (Civil);Women's Rights;Decisions and Verdicts;Coronavirus (2019-nCoV),True,True
3346,We Tweeted Our Pregnancy the Day We Found Out,2020-04-15T18:52:08+0000,Pregnancy and Childbirth;Social Media;In Vitro Fertilization;ARTIFICIAL INSEMINATION,False,True
3347,‘The Legend of Swee’ Pea’ Review: Obstacles Put Talent to the Test,2020-04-14T12:00:03+0000,"Documentary Films and Programs;Basketball;The Legend of Swee' Pea (Movie);May, Benjamin (Filmmaker);Daniels, Lloyd",False,False
3348,We Tweeted Our Pregnancy the Day We Found Out,2020-04-15T18:52:08+0000,Pregnancy and Childbirth;Social Media;In Vitro Fertilization;ARTIFICIAL INSEMINATION,False,False
3349,‘The Legend of Swee’ Pea’ Review: Obstacles Put Talent to the Test,2020-04-14T12:00:03+0000,"Documentary Films and Programs;Basketball;The Legend of Swee' Pea (Movie);May, Benjamin (Filmmaker);Daniels, Lloyd",False,False
3350,Critiques of Joe Biden’s Coronavirus Plan,2020-04-14T15:59:29+0000,"Biden, Joseph R Jr;Coronavirus (2019-nCoV);Presidential Election of 2020;Trump, Donald J;United States Politics and Government",True,True
3351,Where to Order Fried Chicken for Takeout and Delivery,2020-04-14T15:16:21+0000,"Restaurants;Adda Indian Canteen (Queens, NY, Restaurant);Amy Ruth's;Beatrice Inn (Manhattan, NY, Restaurant);Freakin Rican (Queens, NY, Restaurant);Peaches HotHouse (Brooklyn, NY, Restaurant)",True,True
3352,"As Online Buying Surges, So Do Noisy Cargo Flights",2020-04-15T10:00:06+0000,"AIRPORTS;Freight (Cargo);AIRLINES AND AIRPLANES;Coronavirus (2019-nCoV);Law and Legislation;Federal Aviation Administration;United Parcel Service Inc;Fedex Corporation;Noise;AMAZON.COM INC;Logan International Airport (Boston, Mass);United States",True,True
3353,"$1.5 Million Homes in Florida, Illinois and California",2020-04-15T13:00:27+0000,Real Estate and Housing (Residential);Highland Park (Ill);Miami (Fla);Marin County (Calif),False,False
3354,How to Stop Your Child From Tormenting Your Pet,2020-04-15T13:45:37+0000,Animal Behavior;Dogs;Cats;Children and Childhood;Games;ANIMALS;Pets;Parenting,False,False
3355,"Wynn Handman, Influential Director and Teacher, Dies at 97",2020-04-14T17:26:12+0000,"Handman, Wynn;Deaths (Obituaries);AMERICAN PLACE THEATER;Theater;ACTORS AND ACTRESSES;Coronavirus (2019-nCoV)",False,False
3356,"Craig Gilbert, 94, Dies; Created Groundbreaking ‘American Family’",2020-04-13T20:36:51+0000,"Deaths (Obituaries);Families and Family Life;Reality Television;California;An American Family (TV Program);Cinema Verite (TV Program);Gilbert, Craig (1925-2020);Loud, Pat;Loud, William C (1921-1028)",False,False
3357,"In Rural Japan, a 370-Year-Old Tradition Falls to One Child",2020-04-13T15:00:18+0000,Japan;Kabuki (Japanese Theater);Children and Childhood;Theater;Education (K-12);Rural Areas;Damine (Japan),False,False
3358,"Have No Fear, Sugar Is Here (Again)",2020-04-15T09:00:09+0000,"Writing and Writers;Strayed, Cheryl",False,False
3359,A Former Shophouse on Penang Island,2020-04-15T13:30:15+0000,Malaysia;Penang (Malaysia);George Town (Malaysia);Real Estate and Housing (Residential),False,False
3360,Will 2020 Be the Year That Medicine Was Saved?,2020-04-14T19:00:10+0000,Tests (Medical);Coronavirus (2019-nCoV);Telemedicine;Hospitals;Doctors;Health Insurance and Managed Care;Mental Health and Disorders;Medicare;Epidemics;Depression (Mental);AMERICAN ACADEMY OF FAMILY PHYSICIANS;American Board of Internal Medicine;National Academy of Medicine,False,False
3361,I.M.F. Predicts Worst Downturn Since the Great Depression,2020-04-14T20:36:58+0000,International Monetary Fund;Economic Conditions and Trends;United States Economy;Recession and Depression;Gross Domestic Product;International Trade and World Market;Labor and Jobs;Quarantines;Shutdowns (Institutional);Epidemics;Coronavirus (2019-nCoV),False,False
3362,"Jim Frey, Manager Who Flirted With Championships, Dies at 88",2020-04-14T20:22:20+0000,"Frey, Jim;Deaths (Obituaries);Baseball;World Series;Chicago Cubs;Kansas City Royals",False,False
3363,"Checking In on the Culture of Macaws, Sperm Whales and Chimpanzees",2020-04-14T09:00:08+0000,"Books and Literature;Becoming Wild: How Animal Cultures Raise Families, Create Beauty, and Achieve Peace (Book);Safina, Carl;Animal Cognition;Animal Behavior;ANIMALS",False,False
3364,Alex Trebek Memoir Is Coming in July,2020-04-15T16:08:39+0000,"Books and Literature;Trebek, Alex;Simon & Schuster Inc;Jeopardy! (TV Program);Television",True,True
3365,A Frittata You Can Have for Lunch or Dinner,2020-04-15T16:15:11+0000,Cooking and Cookbooks;Potatoes;Eggs;Coronavirus (2019-nCoV),True,True
3366,‘Mrs. America’ Review: The Voice of an E.R.A.,2020-04-14T16:49:26+0000,"Television;Mrs America (TV Program);FX (TV Network);Hulu.com;Blanchett, Cate;Waller, Dahvi",True,True
3367,How a Trio of Black-Owned Galleries Changed the Art World,2020-04-13T04:41:03+0000,"Art;Bryant, Linda Goode;Bey, Dawoud;Hammons, David;Black People;Saar, Betye;Jackson, Suzanne (1944- );Race and Ethnicity",False,True
3368,Alex Trebek Memoir Is Coming in July,2020-04-15T16:08:39+0000,"Books and Literature;Trebek, Alex;Simon & Schuster Inc;Jeopardy! (TV Program);Television",False,False
